subject,grade,strand,topic,skill,questionCount,sampleQuestionIds,proposedCodes,codeLabels,confidence,rationale,status
numeracy,5,Number,Number,Describing a fraction model,5,"man-386b8c186b29b0a2eb3395e4, man-544d2533ffb571a742b0c691",VC2M5N03,Comparing and ordering fractions and mixed numerals with related denominators,high,Aligns with comparing and ordering fractions and mixed numerals with related denominators (VC2M5N03).,mapped
numeracy,5,Number,Number,Finding a fraction of a collection,3,"man-415fb180f911a78fd4529d1b, man-6b05aaeb6bc9da068fb472ff",VC2M5N03,Comparing and ordering fractions and mixed numerals with related denominators,high,Aligns with comparing and ordering fractions and mixed numerals with related denominators (VC2M5N03).,mapped
numeracy,5,Number,Number,Identifying common multiples,7,"man-36f0cdbf782ea13346cef9c1, man-6f6e3d911daf7bf9f28b6306",VC2M5N02,"Factors, multiples and divisibility rules for natural numbers",high,"Aligns with factors, multiples and divisibility rules for natural numbers (VC2M5N02).",mapped
numeracy,5,Number,Number,Identifying prime numbers,2,"man-3cb80f1ff01e72ff7612c3e5, man-76fcb2eaf6e53515b400c5d5",VC2M5N02,"Factors, multiples and divisibility rules for natural numbers",high,"Aligns with factors, multiples and divisibility rules for natural numbers (VC2M5N02).",mapped
numeracy,5,Number,Number,Naming fractions from a model,4,"man-3ceeb1fdb80a8f63fb6d0208, man-403933661e00341ed7ccf643",VC2M5N03,Comparing and ordering fractions and mixed numerals with related denominators,high,Aligns with comparing and ordering fractions and mixed numerals with related denominators (VC2M5N03).,mapped
numeracy,5,Number,Number,Ordering decimal numbers,2,"man-1963c6c9b0d447cd23fdd9ae, man-7e027bd6580ba9a74f1946a4",VC2M5N01,"Decimal place value, comparison and number-line positioning",high,"Aligns with decimal place value, comparison and number-line positioning (VC2M5N01).",mapped
numeracy,5,Number,Number,Ordering decimals on a number line,5,"man-27466e3f25b791527cf7d001, man-3f2c0da8929e6b5cc3481874",VC2M5N01,"Decimal place value, comparison and number-line positioning",high,"Aligns with decimal place value, comparison and number-line positioning (VC2M5N01).",mapped
numeracy,5,Number,Number,Reading decimals on a number line,5,"man-0590a8f0febdb1ed66056717, man-b50ac517bffe2953164921b7",VC2M5N01,"Decimal place value, comparison and number-line positioning",high,"Aligns with decimal place value, comparison and number-line positioning (VC2M5N01).",mapped
numeracy,5,Number,Number,Solving multi-step money problems,5,"man-2e619aada91e92bdcdc527b8, man-461de1f6ffd04d1eec99fbb2",VC2M5N08,Estimation strategies and result validation in financial contexts,high,Aligns with estimation strategies and result validation in financial contexts (VC2M5N08).,mapped
numeracy,5,Number & Arithmetic,Decimals,Compare decimals,1,g5-icas-math-b01-002,VC2M5N01,"Decimal place value, comparison and number-line positioning",high,"Aligns with decimal place value, comparison and number-line positioning (VC2M5N01).",mapped
numeracy,5,Number & Arithmetic,Decimals,Order decimals,1,g5-icas-math-b01-007,VC2M5N01,"Decimal place value, comparison and number-line positioning",high,"Aligns with decimal place value, comparison and number-line positioning (VC2M5N01).",mapped
numeracy,5,Number & Arithmetic,Division,Divide equally,1,g5-icas-math-b01-005,VC2M5N07,Division strategies and contextual remainder interpretation,high,Aligns with division strategies and contextual remainder interpretation (VC2M5N07).,mapped
numeracy,5,Number & Arithmetic,Division,Reason with a remainder,1,g5-icas-math-b01-034,VC2M5N07,Division strategies and contextual remainder interpretation,high,Aligns with division strategies and contextual remainder interpretation (VC2M5N07).,mapped
numeracy,5,Number & Arithmetic,Equivalence,Match fractions and decimals,1,g5-icas-math-b01-019,VC2M5N01,"Decimal place value, comparison and number-line positioning",high,"Aligns with decimal place value, comparison and number-line positioning (VC2M5N01).",mapped
numeracy,5,Number & Arithmetic,Fractions,Compare fractions,1,g5-icas-math-b01-006,VC2M5N03,Comparing and ordering fractions and mixed numerals with related denominators,high,Aligns with comparing and ordering fractions and mixed numerals with related denominators (VC2M5N03).,mapped
numeracy,5,Number & Arithmetic,Fractions,Find a fraction of a quantity,1,g5-icas-math-b01-003,VC2M5N03,Comparing and ordering fractions and mixed numerals with related denominators,high,Aligns with comparing and ordering fractions and mixed numerals with related denominators (VC2M5N03).,mapped
numeracy,5,Number & Arithmetic,Fractions,Infer a whole,1,g5-icas-math-b01-028,VC2M5N05,Addition and subtraction of fractions with related denominators,high,Aligns with addition and subtraction of fractions with related denominators (VC2M5N05).,mapped
numeracy,5,Number & Arithmetic,Fractions,Infer a whole from fraction change,1,g5-icas-math-b01-040,VC2M5N03,Comparing and ordering fractions and mixed numerals with related denominators,high,Aligns with comparing and ordering fractions and mixed numerals with related denominators (VC2M5N03).,mapped
numeracy,5,Number & Arithmetic,Fractions,Recognising one half in different models,1,g5-icas-math-frac-001,VC2M5N03,Comparing and ordering fractions and mixed numerals with related denominators,high,Aligns with comparing and ordering fractions and mixed numerals with related denominators (VC2M5N03).,mapped
numeracy,5,Number & Arithmetic,Money,Find a unit cost,1,g5-icas-math-b01-022,VC2M5N08,Estimation strategies and result validation in financial contexts,high,Aligns with estimation strategies and result validation in financial contexts (VC2M5N08).,mapped
numeracy,5,Number & Arithmetic,Multiplication,Multiply two-digit numbers,1,g5-icas-math-b01-015,VC2M5N06,Multi-digit multiplication strategies and reasonableness checks,high,Aligns with multi-digit multiplication strategies and reasonableness checks (VC2M5N06).,mapped
numeracy,5,Number and algebra,Comparing decimals,Ordering decimals on a number line,1,g5-nap-num-number-001,VC2M5N01,"Decimal place value, comparison and number-line positioning",high,"Aligns with decimal place value, comparison and number-line positioning (VC2M5N01).",mapped
numeracy,5,Number and algebra,Decimals,Reading decimals on a number line,1,g5-nap-num-number-002,VC2M5N01,"Decimal place value, comparison and number-line positioning",high,"Aligns with decimal place value, comparison and number-line positioning (VC2M5N01).",mapped
numeracy,5,Number and algebra,Money problems,Solving multi-step money problems,1,g5-nap-num-money-001,VC2M5N08,Estimation strategies and result validation in financial contexts,high,Aligns with estimation strategies and result validation in financial contexts (VC2M5N08).,mapped
numeracy,5,Number and Algebra,Division,Division,32,"gen-num-div-00670, gen-num-div-00678",VC2M5N07,Division strategies and contextual remainder interpretation,high,Aligns with division strategies and contextual remainder interpretation (VC2M5N07).,mapped
numeracy,5,Number and Algebra,Fractions of a quantity,Fractions of a quantity,35,"gen-num-frac-00671, gen-num-frac-00679",VC2M5N03,Comparing and ordering fractions and mixed numerals with related denominators,high,Aligns with comparing and ordering fractions and mixed numerals with related denominators (VC2M5N03).,mapped
numeracy,5,Number and Algebra,Multiplication,Multiplication,36,"gen-num-mul-00669, gen-num-mul-00677",VC2M5N06,Multi-digit multiplication strategies and reasonableness checks,high,Aligns with multi-digit multiplication strategies and reasonableness checks (VC2M5N06).,mapped
numeracy,5,Patterns,Number patterns,Number patterns,32,"gen-num-pattern-00673, gen-num-pattern-00681",VC2M5N10,"Computational algorithms with branching, iteration and pattern exploration",high,"Aligns with computational algorithms with branching, iteration and pattern exploration (VC2M5N10).",mapped
numeracy,5,Patterns,Patterns,Extending a linear pattern,2,"man-1c78be56404eee620611dd3f, man-d511e9a9cea89201131c07a8",VC2M5N08,Estimation strategies and result validation in financial contexts,high,Aligns with estimation strategies and result validation in financial contexts (VC2M5N08).,mapped
numeracy,5,Space & Geometry,3D objects,Naming parts of 3D objects,1,g5-icas-math-geo-002,VC2M5SP01,Three-dimensional objects and net construction,high,Aligns with three-dimensional objects and net construction (VC2M5SP01).,mapped
numeracy,5,Space & Geometry,Angles,Classify angles,1,g5-icas-math-b01-023,VC2M5M04,Angle measurement and construction in degrees using a protractor,high,Aligns with angle measurement and construction in degrees using a protractor (VC2M5M04).,mapped
numeracy,5,Space & Geometry,Angles,Identify an obtuse angle,1,g5-icas-math-b01-010,VC2M5M04,Angle measurement and construction in degrees using a protractor,high,Aligns with angle measurement and construction in degrees using a protractor (VC2M5M04).,mapped
numeracy,5,Space & Geometry,Coordinates,Filtering points by coordinate,1,g5-icas-math-space-001,VC2M5SP02,Grid coordinate systems and directional navigation,high,Aligns with grid coordinate systems and directional navigation (VC2M5SP02).,mapped
numeracy,5,Space & Geometry,Types of angles,Identifying acute angles,1,g5-icas-math-geo-001,VC2M5M04,Angle measurement and construction in degrees using a protractor,high,Aligns with angle measurement and construction in degrees using a protractor (VC2M5M04).,mapped
numeracy,5,Statistics,Bar charts,Bar charts,44,"gen-num-bar-00910, gen-num-bar-00912",VC2M5ST01,Categorical and discrete data distributions and mode identification,high,Aligns with categorical and discrete data distributions and mode identification (VC2M5ST01).,mapped
numeracy,5,Statistics,Statistics,Adding values from a bar chart,5,"man-410cc1f2c7db50b1cdd5fdfe, man-4d2b0ed1c6ed611aff8f452a",VC2M5ST01,Categorical and discrete data distributions and mode identification,high,Aligns with categorical and discrete data distributions and mode identification (VC2M5ST01).,mapped
numeracy,5,Statistics,Statistics,Comparing data multiplicatively,4,"man-0320d1e8d5764264e6e46525, man-3d6b5ec757cff4be053b4306",VC2M5ST01,Categorical and discrete data distributions and mode identification,high,Aligns with categorical and discrete data distributions and mode identification (VC2M5ST01).,mapped
numeracy,5,Statistics,Statistics,Finding the maximum on a line graph,8,"man-3237badf5db62c17306f2f39, man-42ea2b3403c5329cb9159297",VC2M5N08,Estimation strategies and result validation in financial contexts,high,Aligns with estimation strategies and result validation in financial contexts (VC2M5N08).,mapped
numeracy,5,Statistics,Statistics,Ordering data by size,4,"man-0501ac88c227e18697c8c6fc, man-2b1dc54a3db430cc81c9e54b",VC2M5ST01,Categorical and discrete data distributions and mode identification,high,Aligns with categorical and discrete data distributions and mode identification (VC2M5ST01).,mapped
numeracy,5,Statistics,Statistics,Ordering values from a graph,4,"man-448eb21c8b75610323e738cb, man-917538aa1d818be1f63383fe",VC2M5ST02,Line graphs representing continuous change over time,high,Aligns with line graphs representing continuous change over time (VC2M5ST02).,mapped
numeracy,5,Statistics,Statistics,Reading and interpreting bar charts,5,"man-7986c76b5b417aa16b77341b, man-7e1e3f576596c35041b3e243",VC2M5ST01,Categorical and discrete data distributions and mode identification,high,Aligns with categorical and discrete data distributions and mode identification (VC2M5ST01).,mapped
